# CMUdict letter-to-sound rules, derived by Viterbi-EM alignment.
# BUILT BY quality/g2p.py --train.  Training split = 105744 CMUdict headwords; 11749 held out (fraction 0.1, seed 20260811).
# Doctrine 13: these rules come from CMUdict, so any accuracy quoted for them is on the HELD-OUT split and nowhere else.
#kind	level	key	phones	count
L	4	ncurr	K ER	4
L	4	ncz$$	N CH	3
L	4	ndfor	D F	3
L	4	ndles	AH L	5
L	4	ndner	N ER	3
L	4	ndo$$	D OW	22
L	4	ndola	D OW	4
L	4	ndoli	AH L	3
L	4	ndone	OW N	5
L	4	ndor$	D ER	5
L	4	ndors	D AO	5
L	4	ndsta	S T	3
L	4	ndura	AH N	3
L	4	nebri	EH B	4
L	4	nec$$	K	3
L	4	neck$	N EH	7
L	4	necke	N EH	6
L	4	neckl	N EH	3
L	4	necks	N EH	3
L	4	nect$	N EH	5
L	4	necte	N EH	4
L	4	necti	N EH	8
L	4	necut	OW N	3
L	4	neffe	IH N	3
L	4	neffi	IH N	4
L	4	nefit	N AH	3
L	4	negan	IH G	3
L	4	negar	G ER	6
L	4	negat	G AH	3
L	4	negle	N IH	3
L	4	negli	N EH	3
L	4	negro	N IY	3
L	4	nehan	IH HH	3
L	4	nek$$	IH K	21
L	4	neled	N AH	3
L	4	nella	N EH	30
L	4	nelli	N EH	37
L	4	nello	N EH	3
L	4	nem$$	AH M	3
L	4	neman	N M	13
L	4	nemen	M AH	3
L	4	nen$$	AH N	47
L	4	nenbe	AH N	5
L	4	nence	AH N	5
L	4	nent$	AH N	7
L	4	neopo	N IY	3
L	4	neous	N IY	7
L	4	nes$$	N Z	176
L	4	nessa	N EH	3
L	4	neste	N EH	3
L	4	nesth	AE N	3
L	4	nestl	N EH	4
L	4	nethe	N EH	9
L	4	netic	EH T	13
L	4	nett$	N IH	17
L	4	netta	N EH	6
L	4	nette	N EH	31
L	4	netti	N EH	14
L	4	nettl	N EH	3
L	4	netto	N EH	3
L	4	neuro	N UH	17
L	4	neute	N UW	3
L	4	neven	IY V	3
L	4	nevil	N EH	4
L	4	nevol	N EH	3
L	4	new$$	N UW	8
L	4	newal	N UW	3
L	4	ney$$	N IY	236
L	4	nflam	F L	6
L	4	nflat	F L	8
L	4	nflic	F L	5
L	4	nflue	F L	5
L	4	nform	F AO	11
L	4	nful$	N F	4
L	4	nglan	G L	3
L	4	ngle$	AH L	26
L	4	ngled	AH L	9
L	4	nglin	AH L	8
L	4	ngola	G OW	3
L	4	ngosc	G AH	3
L	4	ngost		3
L	4	ngula	Y AH	9
L	4	ngus$	IH S	3
L	4	nhous	N HH	3
L	4	nhowe	HH	4
L	4	nibbl	N IH	4
L	4	nical	K AH	11
L	4	nicat	K EY	9
L	4	nice$	AH S	3
L	4	nich$	IH N	4
L	4	niche	N IH	3
L	4	nichi	N IY	3
L	4	nicip	N IH	3
L	4	nick$	N IH	31
L	4	nicke	N IH	14
L	4	nicki	N IH	5
L	4	nickl	N IH	9
L	4	nicks	N IH	3
L	4	nicle	IH K	4
L	4	nicom	N IY	4
L	4	niff$	N IH	4
L	4	nify$	N AH	5
L	4	nifyi	N AH	3
L	4	night	N AY	35
L	4	nilla	N IH	6
L	4	nimit	N IH	3
L	4	nin$$	IH N	22
L	4	nine$	IY N	4
L	4	ninet	N AY	4
L	4	ninge	N IH	23
L	4	nions	Y AH	5
L	4	nious	N IY	6
L	4	nique	N IY	3
L	4	nis$$	IH S	28
L	4	nisce	N IH	4
L	4	nisms	N IH	3
L	4	nison	IH S	9
L	4	niste	IH S	6
L	4	nisti	N IH	4
L	4	nisto	N IH	4
L	4	nistr	S T	4
L	4	nitel	AH N	3
L	4	nitie	AH T	4
L	4	nito$	N IY	4
L	4	nitor	T	3
L	4	nitra	T R	3
L	4	nitro	N AY	4
L	4	nity$	N AH	16
L	4	nitz$	N IH	6
L	4	nius$	N IY	7
L	4	nized	N AY	19
L	4	njuri	JH ER	3
L	4	nkle$	AH L	19
L	4	nkled	AH L	5
L	4	nkler	L ER	6
L	4	nkles	AH L	5
L	4	nklin	K L	4
L	4	nko$$	K OW	22
L	4	nkows	K AO	7
L	4	nlon$	AH N	6
L	4	nmore	AO R	4
L	4	nnobl	IH N	3
L	4	nnota	AE N	7
L	4	nnoun	AH N	8
L	4	nnova	IH N	8
L	4	nob$$	AA B	3
L	4	nocen	AH S	4
L	4	nodul	N AA	3
L	4	noff$	N AO	9
L	4	nold$	N OW	7
L	4	nomin	M AH	10
L	4	nomy$	N AH	6
L	4	none$	N IY	8
L	4	nopol	AA P	4
L	4	noski	AW S	5
L	4	nostr	S T	5
L	4	notat	AH T	7
L	4	nott$	N AH	4
L	4	notti	N AO	3
L	4	nounc	N AW	8
L	4	nousl	AH N	3
L	4	nover	V ER	8
L	4	novic	AE N	3
L	4	now$$	N OW	25
L	4	nowin	OW	3
L	4	nowit	N AH	5
L	4	nown$	OW N	3
L	4	noy$$	N OY	6
L	4	npoin	OY N	5
L	4	nquir	AY ER	4
L	4	nquis	K W	7
L	4	nroll	EH N	7
L	4	nsber	B ER	5
L	4	nsbur	N Z	3
L	4	nscen	S EH	3
L	4	nsche	N SH	3
L	4	nscot	N S	5
L	4	nscra	K R	3
L	4	nsfor	N S	6
L	4	nshaw	N	3
L	4	nship	N SH	24
L	4	nske$	K	4
L	4	nsky$	N S	50
L	4	nslat	Z L	4
L	4	nsley	N S	8
L	4	nsmit	AE N	5
L	4	nsom$	N S	4
L	4	nsors	N S	4
L	4	nspir	AY ER	4
L	4	nstad	S T	4
L	4	nstal	IH N	9
L	4	nstil	IH N	3
L	4	nstip	T	3
L	4	nston	T	10
L	4	nstra	T R	8
L	4	nstre	T R	6
L	4	nstri	T R	7
L	4	nstro	N S	5
L	4	nstru	N S	15
L	4	nsuff	IH N	4
L	4	nsume	S UW	3
L	4	nsumm	N S	4
L	4	nsura	R AH	3
L	4	nsure	UH R	5
L	4	nsylv	L V	3
L	4	nth$$	N TH	13
L	4	nthe$	TH	3
L	4	nthol	TH AA	3
L	4	ntner	N ER	11
L	4	nto$$	T OW	30
L	4	nton$	AH N	58
L	4	ntone	T OW	4
L	4	ntoni	OW N	7
L	4	ntor$	T ER	4
L	4	ntoxi	T AA	4
L	4	nts$$	T S	177
L	4	ntuat	UW EY	4
L	4	ntuck	T AH	3
L	4	ntuit	T UW	3
L	4	nture	ER Z	6
L	4	nturi	R IY	4
L	4	ntz$$	T S	39
L	4	ntzen	T Z	3
L	4	nucci	N UW	4
L	4	nugge	N AH	3
L	4	num$$	AH M	16
L	4	numer	R IH	3
L	4	nutri	T R	7
L	4	nutt$	N AH	4
L	4	nuzzl	Z AH	3
L	4	nvoic	V OY	3
L	4	nyl$$	L	3
L	4	nyo$$	Y OW	3
L	4	nyon$	AH N	5
L	4	nzman	M	3
L	4	nzo$$	Z OW	21
L	4	nzy$$	Z IY	4
L	4	oacti	OW AE	4
L	4	oaden	AH N	3
L	4	oak$$	OW K	7
L	4	oakle	OW K	3
L	4	oal$$	L	4
L	4	oas$$		3
L	4	oatin	T	4
L	4	oauth	OW AA	3
L	4	obbit	IH	3
L	4	oble$	L	8
L	4	oblin	IH N	3
L	4	oblit	L IH	5
L	4	obora	ER EY	5
L	4	obos$	OW Z	3
L	4	obula	Y UW	4
L	4	obust	B AH	3
L	4	occus	AO K	3
L	4	och$$	AA K	14
L	4	ochas	AE S	3
L	4	oche$	OW SH	3
L	4	ocher	K ER	5
L	4	ochet	R OW	3
L	4	ochro	K R	3
L	4	ochs$	S	3
L	4	ocked	L AA	8
L	4	ockho	AA K	4
L	4	ockle	K	6
L	4	octri	AH N	3
L	4	ocuse	K AH	3
L	4	ocuti	Y UW	3
L	4	odge$	JH	6
L	4	odger	ER Z	3
L	4	odkin	IH N	4
L	4	odles	L Z	4
L	4	odlin	IH N	3
L	4	oduci	AH D	3
L	4	oecke	OW K	3
L	4	oecon	K AH	3
L	4	oehl$	OW L	4
L	4	oehme	OW	3
L	4	oehn$	OW N	3
L	4	oehne	OW N	3
L	4	oehri	AO R	3
L	4	oek$$	K	3
L	4	oelec	L	3
L	4	oese$		3
L	4	oetic	EH T	3
L	4	oexis	Z IH	4
L	4	oey$$	IY	8
L	4	offen	EH N	9
L	4	ogna$		3
L	4	ogo$$		6
L	4	ogue$	AO G	7
L	4	ogues	G Z	4
L	4	ogy$$	JH IY	50
L	4	oice$	OY S	4
L	4	oid$$	OY D	22
L	4	oil$$	OY L	11
L	4	oiled	OY L	6
L	4	oilet	L AH	3
L	4	oilin	OY L	5
L	4	oiner		3
L	4	ointe		16
L	4	oky$$	IY	4
L	4	olcan	AE N	3
L	4	oldri	D	4
L	4	ollab	AE B	3
L	4	olleg	IY JH	3
L	4	olon$	AH N	4
L	4	olymp	OW L	4
L	4	olyte	L IY	3
L	4	olyti	L IH	3
L	4	omb$$	AH M	16
L	4	omber	B	6
L	4	ombin	AY N	4
L	4	omman	AE N	9
L	4	ommen	EH N	11
L	4	ommin	IH NG	3
L	4	ompel	P EH	4
L	4	ompet	P IY	6
L	4	omple	P L	9
L	4	ompor	AO R	3
L	4	oncen	AH N	6
L	4	oncer	ER N	4
L	4	onces	EH SH	3
L	4	oncho	AA N	3
L	4	onclu	N K	6
L	4	oncom	N K	7
L	4	oncon	N K	6
L	4	oncur	N K	4
L	4	onde$	N D	5
L	4	onden	D AH	4
L	4	ondin	D	4
L	4	ondis	N D	3
L	4	ondri	R IY	3
L	4	ondy$	AA N	3
L	4	onfec	N F	5
L	4	onfer	R AH	5
L	4	onfes	EH S	3
L	4	onfin	AY N	4
L	4	onfla	N F	3
L	4	onfli	N F	4
L	4	onfus	F Y	4
L	4	ong$$	AO NG	85
L	4	onge$	JH	3
L	4	onged	AO NG	6
L	4	onger	G ER	8
L	4	onges	EH S	3
L	4	ongin	AO NG	4
L	4	ongle	AO NG	3
L	4	ongra	N G	5
L	4	onjur	AA N	3
L	4	onley	AA N	3
L	4	onna$		7
L	4	onner		12
L	4	onnie		5
L	4	onoli		4
L	4	onomi	AH N	8
L	4	onos$	OW S	3
L	4	onpro	N P	4
L	4	onque	AA NG	4
L	4	ons$$		440
L	4	onse$		3
L	4	onsec		3
L	4	onsen	EH N	4
L	4	onser		15
L	4	onsid	S IH	5
L	4	onski		7
L	4	onson		6
L	4	onspi		5
L	4	ontel	N T	3
L	4	onten	EH N	10
L	4	onter	N T	4
L	4	ontes	EH S	11
L	4	ontif	N T	5
L	4	ontin	IH N	11
L	4	onto$	T OW	4
L	4	ontra	N T	17
L	4	ontre	R IY	3
L	4	ontri	N T	4
L	4	ontz$	AA N	4
L	4	onven	Y AH	5
L	4	onver	N V	11
L	4	onvey	AH N	3
L	4	onvil	N V	4
L	4	onvol	N V	4
L	4	onzo$	Z OW	8
L	4	oodli	D	3
L	4	oodwi	D	4
L	4	oofin	UW F	4
L	4	ooge$	UW JH	3
L	4	oogie	G IY	3
L	4	ooh$$	UW	3
L	4	ooke$	UH K	4
L	4	ookin	UH K	6
L	4	oolin	L	4
L	4	oom$$	UW M	29
L	4	oomed	UW M	4
L	4	oomin	UW M	6
L	4	oop$$	UW P	14
L	4	ooped	UW P	3
L	4	oopin	UW P	6
L	4	oosa$		6
L	4	oothb		3
L	4	oothe		3
L	4	oover	V ER	3
L	4	ophil	IH L	5
L	4	ophob	F OW	3
L	4	oplan	AH N	3
L	4	oplas		4
L	4	ople$	AH L	7
L	4	oplin	IH N	3
L	4	oppor	ER T	4
L	4	oppre	EH S	5
L	4	opy$$	P IY	9
L	4	oque$	OW K	3
L	4	oquin	IY N	5
L	4	orb$$	R B	3
L	4	orbel	R B	4
L	4	orby$	R B	3
L	4	orced	R S	3
L	4	orcel	AO R	3
L	4	orces	IH Z	3
L	4	orch$	AO R	4
L	4	orche	R CH	4
L	4	orchi	AO R	4
L	4	orcis	S IH	3
L	4	ordel	AO R	3
L	4	orden	AH N	6
L	4	ordin	D	8
L	4	orfei	R F	5
L	4	org$$	R G	5
L	4	orgen	AH N	3
L	4	orges	IH S	4
L	4	orget	G EH	3
L	4	ork$$	K	26
L	4	orkey	R K	3
L	4	orkin	K	5
L	4	orky$	AO R	3
L	4	orley	AO R	5
L	4	ormat	R M	9
L	4	ormen	EH N	4
L	4	ormin	M	6
L	4	ormit	AO R	3
L	4	orque	AO R	4
L	4	orses		4
L	4	ortch	R T	3
L	4	orten	AH N	8
L	4	orthe	R DH	4
L	4	orthi	IY N	3
L	4	ortie	IY ER	3
L	4	ortif	AO R	4
L	4	ortil	AO R	3
L	4	ortne	N ER	5
L	4	orton	R T	8
L	4	ortra	R T	4
L	4	ortur	AO R	4
L	4	ortz$	AO R	6
L	4	osber	S B	3
L	4	osh$$	AA SH	15
L	4	oshim	SH IY	6
L	4	osky$	OW S	6
L	4	oslin	IH N	4
L	4	oslov		3
L	4	ospec	AH S	7
L	4	osser		5
L	4	ossie		5
L	4	ost$$	S T	30
L	4	ostat	T AE	7
L	4	ostin	T	6
L	4	ostle	S T	3
L	4	ostma	S T	5
L	4	ostra	R AH	5
L	4	ostro	T R	6
L	4	oswel	AA S	3
L	4	osy$$	Z IY	4
L	4	osyst	IH S	4
L	4	othe$	OW DH	3
L	4	othin	UW DH	3
L	4	oton$	AH N	7
L	4	otori		5
L	4	otted	T	9
L	4	otter	T ER	11
L	4	otts$	T S	7
L	4	otype	T AY	5
L	4	otz$$	T S	9
L	4	ough$	ER OW	11
L	4	oulin	AE N	3
L	4	outdo	T D	4
L	4	outhe	DH ER	4
L	4	outli	T L	3
L	4	outsc	S K	3
L	4	oux$$	UW	6
L	4	owls$		4
L	4	oxie$		3
L	4	oxton	S T	3
L	4	pable	B AH	4
L	4	pacit	S AH	4
L	4	pagan	AE N	4
L	4	pagno	AA G	4
L	4	pair$	EH R	4
L	4	pal$$	L	7
L	4	palma	L	3
L	4	palme	L	4
L	4	palmi	L	3
L	4	palpi	L	5
L	4	pals$	P AH	4
L	4	pampe	M	4
L	4	pania		3
L	4	pansi		4
L	4	pappa	P	3
L	4	parme	AA R	3
L	4	pas$$		10
L	4	pate$	EY T	6
L	4	pated	EY T	6
L	4	paten	T AH	5
L	4	patho	AE TH	4
L	4	pauli	L IY	5
L	4	pecor	K AO	3
L	4	pect$	P EH	5
L	4	pecto	K T	4
L	4	ped$$	T	111
L	4	pedit	AH D	5
L	4	peful	F AH	3
L	4	pek$$	IH K	7
L	4	pel$$		24
L	4	penal		4
L	4	penet	N AH	7
L	4	penit	N IH	3
L	4	pera$		4
L	4	peter	T	8
L	4	petre	T	5
L	4	pey$$	IY	8
L	4	phtha		4
L	4	piche		4
L	4	picki		3
L	4	pickr	K R	3
L	4	pigna	IY G	3
L	4	piste	IH S	4
L	4	pithe	IH TH	3
L	4	pitom	IH T	3
L	4	plunk	L AH	3
L	4	ply$$	L AY	10
L	4	pnoti		6
L	4	pod$$	AA D	4
L	4	pogen	EH N	3
L	4	polat	L EY	4
L	4	polic	L	5
L	4	polit	L IH	9
L	4	polli	L IY	3
L	4	pompa	M	3
L	4	pompo	M	5
L	4	poon$		5
L	4	poppe	AA	3
L	4	poten	T AH	6
L	4	pothe	AA TH	3
L	4	potli		3
L	4	pour$	AO R	3
L	4	pover	V R	3
L	4	powde	AW	6
L	4	pplan		4
L	4	pple$		19
L	4	pplem		6
L	4	probe		3
L	4	proca	P R	7
L	4	procr	AH K	5
L	4	procu	OW K	3
L	4	prodi		4
L	4	proli	OW L	3
L	4	promi	AH M	4
L	4	propa	AA P	4
L	4	prosc	OW S	3
L	4	prose	AA S	8
L	4	prosp		5
L	4	prost	AA S	4
L	4	provi	AH V	10
L	4	pstic	T	5
L	4	psula	P S	3
L	4	pture	ER	5
L	4	pudia	UW D	4
L	4	rabbi	R AE	9
L	4	rabbl	R AE	4
L	4	rabel	R AH	4
L	4	rabin	R AH	5
L	4	racci	R AA	3
L	4	racco	R AE	3
L	4	raced	R EY	5
L	4	racey	R EY	3
L	4	rachi	EY K	4
L	4	racia	R EY	3
L	4	racis	R EY	3
L	4	rack$	R AE	10
L	4	rackb	R AE	3
L	4	racke	R AE	13
L	4	racki	R AE	5
L	4	rackl	AE K	4
L	4	racks	R AE	6
L	4	racte	AH K	10
L	4	ractu	R AE	3
L	4	racy$	R AH	5
L	4	rad$$	AE D	15
L	4	radbo	R AH	3
L	4	raddl	R AE	4
L	4	rade$	EY D	9
L	4	raded	EY D	5
L	4	raden	EY D	3
L	4	radia	R EY	8
L	4	radis	AE D	3
L	4	radle	AE D	4
L	4	radli	R AE	3
L	4	rady$	R EY	3
L	4	raff$	R AE	4
L	4	raffe	R AE	4
L	4	raffi	R AE	7
L	4	raffo	R AE	3
L	4	rages	IH Z	4
L	4	ragg$	R AE	4
L	4	ragge	R AE	5
L	4	raggi	R AE	3
L	4	ragin	IH JH	4
L	4	rago$	R AA	5
L	4	ragra	EY G	3
L	4	rags$	R AE	4
L	4	rah$$	R AH	16
L	4	raide	R EY	3
L	4	rak$$	AH K	8
L	4	rakes	R EY	4
L	4	rald$	R AH	7
L	4	raley	R AE	4
L	4	ralle	R AH	6
L	4	ralli	R AE	3
L	4	rals$	ER AH	9
L	4	ralyz	EH R	3
L	4	rambl	R AE	10
L	4	rambo	R AE	4
L	4	rames	R EY	3
L	4	ramm$	R AE	3
L	4	ramma	R AH	3
L	4	ramme	R AE	12
L	4	rammi	R AE	3
L	4	ramo$	R AA	3
L	4	ramon	R AH	5
L	4	ramor	M	3
L	4	rampa	R AE	7
L	4	rampe	R AE	4
L	4	rampl	R AE	4
L	4	ran$$	AH N	41
L	4	ranbe	AE N	4
L	4	randa	AE N	10
L	4	rande	AE N	17
L	4	randn	AE N	3
L	4	rane$	EY N	8
L	4	ranes	R EY	3
L	4	rank$	R AE	3
L	4	ranke	AE NG	10
L	4	ranki	AE NG	5
L	4	rano$	R AA	17
L	4	rante	AA N	5
L	4	ranti	AH N	4
L	4	ranz$	R AE	4
L	4	rao$$	R AW	4
L	4	rapes	R EY	4
L	4	rapol	R AE	5
L	4	rappa	R AE	3
L	4	rappe	R AE	9
L	4	raps$	R AE	4
L	4	rapto	R AE	3
L	4	raptu	R AE	3
L	4	rar$$	AA R	3
L	4	rasca	R AE	3
L	4	rase$	EY Z	4
L	4	rasti	S T	4
L	4	ratch	R AE	6
L	4	rate$	EY T	58
L	4	rated	EY T	49
L	4	ratel	AH T	3
L	4	rath$	L R	5
L	4	rathe	R AE	4
L	4	rathm	R AE	3
L	4	ratif	R AE	5
L	4	ratli	R AE	3
L	4	rato$	ER AA	3
L	4	rator	R EY	12
L	4	ratt$	R AH	5
L	4	ratte	R AE	4
L	4	rattl	R AE	11
L	4	ratz$	R AH	5
L	4	rau$$	R AW	5
L	4	raube	R AW	3
L	4	rauch	R AO	4
L	4	rauma	R AO	5
L	4	rausc	R AW	4
L	4	rause	R AW	3
L	4	rauss	R AW	3
L	4	raut$	R AW	3
L	4	ravat	V EY	3
L	4	raves	R EY	6
L	4	raw$$	R AO	10
L	4	raway	R AH	5
L	4	rawl$	R AO	4
L	4	rawli	R AO	5
L	4	ray$$	R EY	37
L	4	rayin	R EY	7
L	4	raymo	R EY	3
L	4	rayne	R EY	3
L	4	razzo	R AA	3
L	4	rbo$$	B OW	5
L	4	rboat	B OW	3
L	4	rbon$	AH N	3
L	4	rbona	AH N	4
L	4	rbone	OW N	3
L	4	rbons	N Z	3
L	4	rborn	B AO	3
L	4	rbox$	B AA	3
L	4	rbuck	B AH	4
L	4	rbure	Y ER	3
L	4	rcham	SH AH	3
L	4	rchar	AA R	7
L	4	rched	AA R	3
L	4	rchi$	K IY	5
L	4	rchit	K AH	7
L	4	rcier	IY ER	3
L	4	rcle$	L	3
L	4	rco$$	K OW	16
L	4	rconn	K AH	3
L	4	rcy$$	K IY	5
L	4	rdia$	IY AH	6
L	4	rdman	M	5
L	4	rdo$$	D OW	19
L	4	rdon$	AO N	5
L	4	rdone	AH N	4
L	4	rebel	R IH	4
L	4	reble	EH B	3
L	4	reboo	R IY	4
L	4	rebou	R IY	3
L	4	recat	AH K	3
L	4	reced	EH S	4
L	4	reces	R IH	4
L	4	recha	R IY	4
L	4	reche	R EH	3
L	4	recia	SH IY	8
L	4	recip	R IH	6
L	4	recke	R EH	6
L	4	recla	R IY	7
L	4	recli	R IH	4
L	4	recom	R EH	6
L	4	recor	R IH	4
L	4	recri	R IH	3
L	4	recta	R EH	4
L	4	recur	R IY	3
L	4	redco	R EH	3
L	4	redde	R EH	6
L	4	rede$	IY D	3
L	4	redec	R IY	3
L	4	redem	R IH	3
L	4	reder	EH D	6
L	4	redes	IY D	3
L	4	redge	D R	3
L	4	redic	IH D	14
L	4	redli	R EH	3
L	4	redne	R EH	3
L	4	redo$	R EY	4
L	4	redri	EH D	4
L	4	reduc	R AH	4
L	4	refie	R IH	3
L	4	refin	R IY	5
L	4	refit	R IY	3
L	4	refle	R IH	8
L	4	refor	R IH	7
L	4	refra	R IH	4
L	4	regal	R IH	3
L	4	regat	AH G	8
L	4	regen	R IY	7
L	4	rego$	R EH	4
L	4	regor	EH G	6
L	4	regre	R IH	6
L	4	regro	R IY	3
L	4	rehea	R HH	3
L	4	rehol	R HH	4
L	4	reige	R AY	3
L	4	reime	R AY	3
L	4	reiro	R EH	3
L	4	reise	R AY	6
L	4	reite	R IY	5
L	4	rekin	R IY	3
L	4	rel$$	AH L	13
L	4	relay	R IY	3
L	4	relea	R IY	3
L	4	relen	R IH	3
L	4	reles	R L	4
L	4	relev	R EH	3
L	4	relia	EH L	3
L	4	relic	R AH	3
L	4	relie	R IH	3
L	4	relig	R IH	4
L	4	relis	R EH	4
L	4	rella	R EH	29
L	4	relle	R EH	4
L	4	relli	R EH	27
L	4	rello	R EH	13
L	4	rels$	R AH	7
L	4	reluc	R IH	3
L	4	rely$	IH R	3
L	4	reman	R M	3
L	4	remat	IY M	6
L	4	remba	M	3
L	4	rembl	R EH	6
L	4	remie	EH M	3
L	4	remin	R EH	7
L	4	remis	R IY	5
L	4	remit	R IY	3
L	4	remme	R EH	6
L	4	remon	R AH	5
L	4	remph	ER EH	3
L	4	rempl	ER IH	3
L	4	ren$$	AH N	62
L	4	renad	N EY	3
L	4	renda	EH N	5
L	4	rendi	R EH	6
L	4	rendl	EH N	3
L	4	rene$	IY N	9
L	4	renfr	R EH	4
L	4	renne	R EH	8
L	4	reno$	R EH	3
L	4	renom	R IY	3
L	4	renov	R EH	5
L	4	rens$	R AH	6
L	4	renta	EH N	3
L	4	rente	R EH	3
L	4	renz$	R EH	3
L	4	reoff	R IY	4
L	4	reorg	R IY	4
L	4	repar	IY P	4
L	4	repen	R IH	5
L	4	reper	R EH	3
L	4	reple	R IY	3
L	4	repor	R IH	8
L	4	reppe	R EH	3
L	4	reput	R EH	3
L	4	requi	R EH	5
L	4	resci	R IH	3
L	4	rescr	AH S	3
L	4	rescu	R EH	5
L	4	rese$	Z IY	4
L	4	resel	R IY	4
L	4	resen	R IH	9
L	4	reser	AH Z	5
L	4	reset	R IY	4
L	4	reshe	R EH	6
L	4	resig	R IH	4
L	4	resis	R IH	9
L	4	reson	R EH	5
L	4	resor	R IH	4
L	4	respi	R EH	6
L	4	respo	R IH	13
L	4	resta	R IY	11
L	4	reste	EH S	3
L	4	restr	R IY	12
L	4	retar	T AA	4
L	4	retch	T	6
L	4	rete$	IY T	8
L	4	reten	IY T	7
L	4	retes	R IY	3
L	4	reth$	EH R	3
L	4	retin	R EH	5
L	4	retro	R EH	14
L	4	rets$	R AH	5
L	4	rett$	R IH	11
L	4	retta	R EH	5
L	4	rette	ER EH	13
L	4	retti	R EH	11
L	4	retto	R EH	5
L	4	retz$	R EH	5
L	4	retze	EH T	4
L	4	reval	R IY	4
L	4	revar	AH V	4
L	4	revel	R EH	8
L	4	reven	IH V	6
L	4	revie	R IY	4
L	4	revit	R IY	4
L	4	revok	R IH	3
L	4	rew$$	R UW	30
L	4	rewar	W AO	4
L	4	rewer	R UW	5
L	4	rewin	R UW	3
L	4	rewor	R IY	4
L	4	rexci	ER EH	3
L	4	rexpo	K S	4
L	4	rexte	K S	4
L	4	rey$$	R IY	62
L	4	reyer	EY ER	3
L	4	rforc		3
L	4	rhors	AO R	3
L	4	rib$$	IH B	4
L	4	ribal	AY B	3
L	4	ribbe	R IH	4
L	4	riber	AY B	5
L	4	rican	AH K	6
L	4	ricar	IH K	3
L	4	ricat	K EY	8
L	4	rich$	R IH	31
L	4	richa	R IH	8
L	4	riche	R IH	14
L	4	richi	R IH	4
L	4	richt	R IH	4
L	4	ricia	R IH	6
L	4	ricit	S IH	3
L	4	rick$	R IH	82
L	4	ricka	R IH	4
L	4	ricke	R IH	21
L	4	ricki	R IH	3
L	4	rickl	R IH	10
L	4	rickm	R IH	3
L	4	rico$	R IY	8
L	4	rict$	R IH	3
L	4	ricti	R IH	7
L	4	ricul	R IH	5
L	4	rid$$	IH D	7
L	4	ridde	R IH	4
L	4	riddl	R IH	3
L	4	ridea	R IH	4
L	4	rides	R AY	9
L	4	ridic	R IH	5
L	4	ridle	IH D	3
L	4	riff$	R IH	7
L	4	riffe	R IH	6
L	4	riffi	R IH	6
L	4	rifle	R AY	4
L	4	rift$	R IH	4
L	4	rify$	R AH	7
L	4	rifyi	R AH	4
L	4	rigge	R IH	8
L	4	riggi	R IH	6
L	4	rigor	R IH	3
L	4	rilli	IH L	5
L	4	rillo	R IH	12
L	4	rils$	R AH	3
L	4	rily$	R AH	12
L	4	rim$$	IH M	7
L	4	riman	M	3
L	4	rimes	R AY	3
L	4	rimme	R IH	9
L	4	rimmi	R IH	4
L	4	rimon	R AH	4
L	4	rin$$	IH N	69
L	4	rindl	IH N	4
L	4	rink$	R IH	7
L	4	rins$	R IH	4
L	4	rinsi	R IH	3
L	4	rinte		6
L	4	rinto	IH N	3
L	4	rion$	R IY	6
L	4	rious	R IY	17
L	4	ripe$	AY P	5
L	4	ripp$	R IH	4
L	4	rippe	R IH	20
L	4	rippi	R IH	6
L	4	ripps	R IH	3
L	4	rips$	R IH	4
L	4	rique	R IY	3
L	4	ris$$	IH S	36
L	4	risdi		3
L	4	rise$	AY Z	15
L	4	rises	AY Z	4
L	4	rishm	R IH	3
L	4	risin	AY Z	5
L	4	rison	IH Z	9
L	4	riste	IH S	9
L	4	ritan	AH T	5
L	4	ritat	IH R	3
L	4	ritch	R IH	10
L	4	ritic	IH T	15
L	4	ritiz	AH T	3
L	4	rito$	R IY	6
L	4	ritor	R AH	3
L	4	rits$	R IH	3
L	4	ritsc	R IH	3
L	4	ritt$	R IH	9
L	4	ritte	R IH	11
L	4	ritti	R IH	3
L	4	rittl	R IH	4
L	4	ritto	IH T	4
L	4	ritts	R IH	6
L	4	ritua	R IH	4
L	4	rity$	R AH	31
L	4	ritz$	R IH	12
L	4	ritze	R IH	5
L	4	rium$	R IY	12
L	4	rius$	R IY	5
L	4	rivat	AY V	9
L	4	rive$	AY V	7
L	4	rives	R AY	3
L	4	rivia	IH V	3
L	4	rivil	IH V	3
L	4	rivin	AY V	5
L	4	rklan	AH N	3
L	4	rkle$	L	6
L	4	rkus$	IH S	3
L	4	rky$$	IY	7
L	4	rlo$$	L OW	8
L	4	rlord	AO R	3
L	4	rlton	T	4
L	4	rmons	N Z	3
L	4	rmore	AO R	5
L	4	rmy$$	M IY	4
L	4	rnfel	R N	3
L	4	rnhar	HH AA	3
L	4	rnier	IY ER	4
L	4	rnmen	M AH	3
L	4	rnste	N S	4
L	4	rnum$	R N	3
L	4	robbe	R AA	4
L	4	robbi	R AA	3
L	4	robic	R AA	3
L	4	robin	B	3
L	4	roble	AA B	5
L	4	rocat	AH K	4
L	4	roche	R OW	8
L	4	rock$	R AA	13
L	4	rocke	R AA	20
L	4	rockh	R AA	3
L	4	rocki	R AA	6
L	4	rockm	R AA	4
