# OpenSubtitles 2018 English word frequencies, 50,000 types, rank order.
#
# SOURCE  hermitdave/FrequencyWords content/2018/en/en_50k.txt
#         fetched 2026-08-11, md5 370a7a55f79605b25638e3e262d5f920 of the upstream file
# LICENCE MIT (LICENSE at the repo root, "Copyright (c) 2016 Hermit Dave")
#         over OpenSubtitles 2018 as distributed by OPUS.
#
# WHY IT IS HERE. It is the REGISTER replacement for wordfreq20k.txt, which is
# a 2006 web crawl (see that file's row in data/sources.tsv). Spoken English
# inverts the web list's pathology: `moon` outranks `yahoo` by 13.7x here,
# where the web list has `yahoo` outranking `moon` by 5.6x, and `weep`, `wept`
# and `mourn` exist at all -- the web list has none of the three, which in
# `lyric_harness.CandidateEngine` means not merely unranked but UNOFFERABLE.
#
# WHAT IT DOES NOT FIX. It is still a GLOBAL UNIGRAM RANK. Measured
# leave-one-author-out against what 69 held-out authors actually reached for,
# it blocks 21.4% of realised rhyme partners against the web list's 16.9% --
# real, and small beside the 63.2% the line-final CONDITIONAL reaches. The
# head of any unigram list is function words, and inside a rhyme field that is
# where the exclusion gets spent. quality/RESULTS_SONG_FREQUENCY.md.
#
# TOKENISATION. Upstream splits clitics, so `'s` and `'t` are types (ranks 6
# and 10). They are kept as they came rather than silently merged: a count is
# a coordinate of its tokenisation (doctrine 58/91) and the next person to
# measure this should see the same file the number came from.
#
# INDEPENDENT of every corpus in this repo -- contemporary film and television
# subtitles are not verse, are not sung, and are not any cell's labelled pool.
word	count	rank
knowledgeable	656	22837
usage	656	22838
squatting	656	22839
chugging	656	22840
englishmen	656	22841
surveyor	656	22842
roamed	656	22843
instances	656	22844
defuse	656	22845
prawns	656	22846
leif	656	22847
soundly	656	22848
spanked	656	22849
droids	656	22850
longitude	655	22851
skillful	655	22852
clipping	655	22853
stabs	655	22854
transponder	655	22855
nappy	655	22856
bowers	655	22857
retrospect	655	22858
kajal	655	22859
shes	655	22860
leased	655	22861
talyn	655	22862
parliamentary	655	22863
braxton	655	22864
shard	655	22865
hansel	655	22866
farthest	655	22867
inquisitive	655	22868
tablecloth	654	22869
kamikaze	654	22870
didier	654	22871
milestone	654	22872
meh	654	22873
preeti	654	22874
comparable	654	22875
anointed	654	22876
lmpossible	654	22877
looker	654	22878
vanguard	654	22879
waxing	654	22880
coworker	654	22881
landings	653	22882
fulfillment	653	22883
'sjust	653	22884
diminish	653	22885
enroll	653	22886
expiration	653	22887
snoopy	653	22888
fixer	653	22889
anson	653	22890
segregation	653	22891
tempest	653	22892
petrie	653	22893
deceptive	653	22894
voss	653	22895
doesnt	653	22896
druid	653	22897
erected	653	22898
kendrick	653	22899
comprehension	653	22900
fondness	653	22901
determining	653	22902
iguana	653	22903
pogue	652	22904
exiting	652	22905
thinkers	652	22906
stepson	652	22907
cavendish	652	22908
lowers	652	22909
'then	652	22910
sisterhood	652	22911
mongol	652	22912
izumi	652	22913
kleenex	652	22914
pores	652	22915
hobbes	652	22916
annabeth	652	22917
wobble	652	22918
packer	652	22919
nos	652	22920
corkscrew	651	22921
respiration	651	22922
boing	651	22923
celebrates	651	22924
capsules	651	22925
backdoor	651	22926
suki	651	22927
wakefield	651	22928
aristocratic	651	22929
bilal	651	22930
figs	651	22931
gregorio	651	22932
policing	651	22933
playbook	651	22934
versatile	651	22935
aliases	651	22936
flatten	651	22937
foghorn	650	22938
scorned	650	22939
lourdes	650	22940
beatriz	650	22941
gusto	650	22942
daren	650	22943
pappu	650	22944
off-key	650	22945
dias	650	22946
mayfair	650	22947
libel	650	22948
psychologists	650	22949
sandi	650	22950
galapagos	649	22951
scot	649	22952
mockingbird	649	22953
uhhh	649	22954
tremors	649	22955
vitality	649	22956
starch	649	22957
vastly	649	22958
nando	649	22959
chit	649	22960
critter	649	22961
shears	649	22962
rube	649	22963
choo-choo	649	22964
banshee	649	22965
mistreated	649	22966
referendum	649	22967
sacrament	649	22968
liftoff	648	22969
pendulum	648	22970
spokesperson	648	22971
zeal	648	22972
go-to	648	22973
lesions	648	22974
statistical	648	22975
indy	648	22976
agha	648	22977
warhol	648	22978
uplifting	648	22979
blanco	648	22980
williamson	648	22981
alia	648	22982
complement	648	22983
cornerstone	648	22984
birdsong	648	22985
wiz	648	22986
juarez	648	22987
geetha	648	22988
bureaucrats	648	22989
tinny	648	22990
rapport	648	22991
acne	647	22992
ebony	647	22993
cordial	647	22994
traci	647	22995
homophobic	647	22996
landline	647	22997
portray	647	22998
torque	647	22999
buford	647	23000
kellerman	647	23001
bawling	647	23002
canning	647	23003
scratchy	647	23004
submissive	647	23005
ouija	647	23006
antibodies	647	23007
collaborator	647	23008
slingshot	647	23009
anchored	647	23010
crowing	647	23011
p.o.	646	23012
embryos	646	23013
antlers	646	23014
winifred	646	23015
prussian	646	23016
protectors	646	23017
brochures	646	23018
otherworldly	646	23019
janelle	646	23020
checkpoints	646	23021
malls	646	23022
parcels	646	23023
goldilocks	646	23024
girdle	646	23025
ageing	646	23026
chadwick	646	23027
critically	646	23028
minerva	646	23029
cross-examination	646	23030
crete	646	23031
axle	646	23032
chummy	646	23033
decreased	645	23034
bose	645	23035
roc	645	23036
blockbuster	645	23037
smog	645	23038
wildfire	645	23039
man.	645	23040
e.t.	645	23041
amethyst	645	23042
collided	645	23043
walk-in	645	23044
prussia	645	23045
invoices	645	23046
mir	645	23047
infidel	645	23048
rogelio	645	23049
wart	645	23050
forceful	645	23051
lieu	645	23052
iodine	645	23053
decreed	645	23054
hairline	644	23055
'hello	644	23056
theatres	644	23057
wreak	644	23058
karina	644	23059
limelight	644	23060
duffel	644	23061
calais	644	23062
gandalf	644	23063
hassling	644	23064
mau	644	23065
mj	644	23066
clout	644	23067
shafts	644	23068
adoptive	644	23069
expires	644	23070
lakers	644	23071
scruffy	644	23072
parmesan	643	23073
consultants	643	23074
tunisia	643	23075
flagship	643	23076
hasten	643	23077
stead	643	23078
teamed	643	23079
ofthem	643	23080
my-my	643	23081
backfired	643	23082
autographed	643	23083
deportation	643	23084
vida	643	23085
pumpkins	643	23086
oda	643	23087
coveted	643	23088
vive	643	23089
objected	643	23090
conniving	643	23091
sicko	643	23092
take-off	643	23093
astute	642	23094
ridiculed	642	23095
priesthood	642	23096
mid-tempo	642	23097
heretics	642	23098
tranquil	642	23099
bonner	642	23100
'ra	642	23101
flunk	642	23102
assembling	642	23103
wallow	642	23104
whoring	642	23105
'sup	642	23106
stapler	642	23107
hep	642	23108
imbalance	642	23109
tins	642	23110
gp	642	23111
bulldozer	642	23112
hormonal	642	23113
towering	642	23114
full-blown	642	23115
catwoman	641	23116
rhubarb	641	23117
gertie	641	23118
bla	641	23119
workmen	641	23120
leviathan	641	23121
safekeeping	641	23122
faxed	641	23123
imprison	641	23124
triage	641	23125
conjugal	641	23126
yorkers	641	23127
incognito	641	23128
jenner	641	23129
mindset	641	23130
blended	641	23131
akash	641	23132
sparkles	641	23133
laverne	641	23134
aurelie	641	23135
croaking	641	23136
allez	641	23137
'e	641	23138
specified	641	23139
crusty	641	23140
overlap	640	23141
luscious	640	23142
gladstone	640	23143
anthropology	640	23144
hermione	640	23145
jacking	640	23146
roost	640	23147
spouses	640	23148
greyhound	640	23149
ecuador	640	23150
particulars	640	23151
unforeseen	640	23152
cleverly	640	23153
gordy	640	23154
placenta	640	23155
unspoken	640	23156
beamed	640	23157
coachman	639	23158
knave	639	23159
foyer	639	23160
escalate	639	23161
tiki	639	23162
palette	639	23163
embarked	639	23164
zion	639	23165
serenade	639	23166
miser	639	23167
uday	639	23168
inhabit	639	23169
inhibitions	639	23170
stills	639	23171
rant	639	23172
dainty	639	23173
daley	639	23174
trask	639	23175
martín	639	23176
chop-chop	639	23177
worshipping	639	23178
rarest	639	23179
black-and-white	639	23180
wiedersehen	639	23181
augusto	639	23182
batty	638	23183
participant	638	23184
raph	638	23185
cheon	638	23186
far-fetched	638	23187
senpai	638	23188
nike	638	23189
billboards	638	23190
lis	638	23191
sabre	638	23192
manchuria	638	23193
implication	638	23194
deejay	638	23195
scholarships	638	23196
disobeying	638	23197
migraines	638	23198
urinate	638	23199
downer	638	23200
dinars	638	23201
holli	638	23202
leblanc	638	23203
rizzoli	638	23204
spoiler	638	23205
foxtrot	638	23206
renato	638	23207
keats	638	23208
sous	638	23209
superstitions	638	23210
coordinating	638	23211
wisest	638	23212
atwood	638	23213
woodstock	637	23214
dutchy	637	23215
diners	637	23216
inadmissible	637	23217
cally	637	23218
displaying	637	23219
radioactivity	637	23220
connoisseur	637	23221
barbeque	637	23222
mixes	637	23223
scrotum	637	23224
smoother	637	23225
craigslist	637	23226
avalon	637	23227
mutations	637	23228
baja	637	23229
roddy	636	23230
vidal	636	23231
degraded	636	23232
horseshoe	636	23233
pathways	636	23234
sailboat	636	23235
devereaux	636	23236
birdy	636	23237
coincidentally	636	23238
ofa	636	23239
lund	636	23240
mamie	636	23241
all-night	636	23242
dazed	636	23243
overwhelm	636	23244
tahoe	636	23245
automobiles	636	23246
huxley	636	23247
breakers	636	23248
conform	636	23249
comanche	636	23250
miserably	636	23251
deactivated	636	23252
'en	636	23253
defies	636	23254
fazio	636	23255
ingested	636	23256
watchdog	636	23257
addie	636	23258
prawn	635	23259
hells	635	23260
delinquents	635	23261
heathrow	635	23262
tot	635	23263
kayo	635	23264
koichi	635	23265
loosely	635	23266
constitute	635	23267
haynes	635	23268
keane	635	23269
nannies	635	23270
acupuncture	635	23271
displeased	635	23272
runny	635	23273
blot	635	23274
reduces	635	23275
eyeing	635	23276
cossacks	635	23277
stumped	634	23278
h-he	634	23279
royals	634	23280
heo	634	23281
clamps	634	23282
dede	634	23283
canvassing	634	23284
exited	634	23285
exalted	634	23286
gander	634	23287
necktie	634	23288
hordes	634	23289
vomits	634	23290
post-traumatic	634	23291
i1	634	23292
c.i.	634	23293
calhoun	634	23294
conceivable	634	23295
ibiza	634	23296
entangled	634	23297
moshe	634	23298
misread	634	23299
vaccines	634	23300
sexes	634	23301
conjunction	634	23302
scheduling	634	23303
undressing	634	23304
twelfth	633	23305
gash	633	23306
grubby	633	23307
sao	633	23308
chien	633	23309
shimmering	633	23310
holders	633	23311
nautical	633	23312
confucius	633	23313
pushover	633	23314
enlarge	633	23315
dawkins	633	23316
neurologist	633	23317
mangled	633	23318
wag	633	23319
urinal	633	23320
malfunctioning	633	23321
intolerant	633	23322
clerical	633	23323
privates	633	23324
reconciled	633	23325
tackled	633	23326
pesticides	633	23327
euphoria	632	23328
retake	632	23329
jessup	632	23330
bluebird	632	23331
cutting-edge	632	23332
apostle	632	23333
temperance	632	23334
calligraphy	632	23335
brotherly	632	23336
solstice	632	23337
shagged	632	23338
bowled	632	23339
bastille	632	23340
ignited	632	23341
therein	632	23342
camaro	632	23343
nationalist	632	23344
eoraha	631	23345
documentaries	631	23346
storyteller	631	23347
clingy	631	23348
splinters	631	23349
insulation	631	23350
shakira	631	23351
outhouse	631	23352
byrd	631	23353
asuka	631	23354
scones	631	23355
subscribe	631	23356
swirl	631	23357
beavers	631	23358
rip-off	631	23359
tingle	631	23360
jordi	631	23361
gymnasium	631	23362
frisk	631	23363
eren	631	23364
whoo-hoo-hoo	631	23365
paola	630	23366
appliance	630	23367
reprimand	630	23368
yuu	630	23369
gopher	630	23370
marcella	630	23371
cruelly	630	23372
draught	630	23373
buzzed	630	23374
taint	630	23375
bystander	630	23376
lp	630	23377
consummate	630	23378
vigilance	630	23379
hing	630	23380
raptor	630	23381
astro	630	23382
twenty-seven	630	23383
nothing.	629	23384
countenance	629	23385
choreographer	629	23386
obliterated	629	23387
life-	629	23388
massively	629	23389
indict	629	23390
sachs	629	23391
busan	629	23392
zhong	629	23393
cashing	629	23394
neutralized	629	23395
befriend	629	23396
tatsuya	629	23397
empowered	629	23398
appendicitis	629	23399
outlive	629	23400
ph	629	23401
australians	629	23402
indianapolis	629	23403
jails	629	23404
leary	629	23405
interacting	629	23406
foretold	629	23407
syracuse	629	23408
condos	629	23409
dialogues	628	23410
dimples	628	23411
astral	628	23412
pus	628	23413
airship	628	23414
bulkhead	628	23415
sic	628	23416
manoeuvre	628	23417
ake	628	23418
illuminate	628	23419
pimples	628	23420
admin	628	23421
fife	628	23422
this-this	628	23423
mea	628	23424
c-section	628	23425
constituents	628	23426
renal	628	23427
topside	628	23428
beyoncé	628	23429
contingent	628	23430
vane	628	23431
u-boat	628	23432
clasp	628	23433
bagpipes	628	23434
precarious	628	23435
ur	628	23436
delicately	628	23437
yul	627	23438
hard-earned	627	23439
burkhalter	627	23440
harpoon	627	23441
relentlessly	627	23442
photographing	627	23443
rei	627	23444
equilibrium	627	23445
flimsy	627	23446
vocalist	627	23447
torments	627	23448
pimping	627	23449
phases	627	23450
wesen	627	23451
teeming	626	23452
wrestlers	626	23453
antiquities	626	23454
burglaries	626	23455
baddest	626	23456
flicks	626	23457
joni	626	23458
jetson	626	23459
chipping	626	23460
yearly	626	23461
linc	626	23462
nami	626	23463
wilkinson	626	23464
canisters	626	23465
silvio	626	23466
tsai	626	23467
plumbers	626	23468
workforce	626	23469
frostbite	626	23470
kath	626	23471
mes	626	23472
twenty-six	626	23473
selim	626	23474
corona	626	23475
'let	626	23476
mortgages	626	23477
ejected	625	23478
recount	625	23479
stirling	625	23480
sparta	625	23481
vo	625	23482
desist	625	23483
'because	625	23484
ciro	625	23485
rune	625	23486
alleyway	625	23487
doggett	625	23488
sutra	625	23489
thirty-two	625	23490
jb	625	23491
dermot	625	23492
disliked	625	23493
dissect	625	23494
physique	625	23495
'nor	625	23496
fowl	625	23497
showbiz	625	23498
afoot	624	23499
t0	624	23500
engagements	624	23501
stifling	624	23502
milner	624	23503
who-	624	23504
irreversible	624	23505
haters	624	23506
abetting	624	23507
hague	624	23508
remarry	624	23509
cassio	624	23510
v.i.p.	624	23511
sixes	624	23512
five-year-old	624	23513
hobbit	624	23514
manon	624	23515
aram	624	23516
offences	624	23517
stacking	624	23518
feral	624	23519
fide	624	23520
reportedly	624	23521
chrysler	624	23522
coherent	623	23523
coated	623	23524
gambit	623	23525
look.	623	23526
laborers	623	23527
selecting	623	23528
newsreel	623	23529
chimpanzees	623	23530
commander-in-chief	623	23531
peddling	623	23532
catapult	623	23533
sedatives	623	23534
shoppers	623	23535
formations	623	23536
questionnaire	623	23537
beverages	623	23538
josiah	623	23539
retches	623	23540
top-notch	623	23541
mistrust	623	23542
lill	623	23543
chowder	623	23544
lavinia	623	23545
kimber	623	23546
brokers	623	23547
varieties	623	23548
fennel	623	23549
leann	623	23550
curd	623	23551
delenn	623	23552
gushing	623	23553
saheb	623	23554
jerked	623	23555
neo	623	23556
cossack	622	23557
expeditions	622	23558
coldest	622	23559
nosebleed	622	23560
helplessness	622	23561
ft	622	23562
satchel	622	23563
doo-doo	622	23564
layman	622	23565
butthole	622	23566
cuddling	622	23567
policewoman	622	23568
instability	622	23569
ceilings	622	23570
yuka	622	23571
ketamine	622	23572
pippa	621	23573
flanagan	621	23574
off-duty	621	23575
mathis	621	23576
hodge	621	23577
knοw	621	23578
pryor	621	23579
goethe	621	23580
haywire	621	23581
firstborn	621	23582
lestrade	621	23583
gory	621	23584
kanye	621	23585
hypnotize	621	23586
airing	621	23587
peruvian	621	23588
eyre	621	23589
bundles	621	23590
socialize	621	23591
'which	621	23592
machine-gun	621	23593
rallies	621	23594
rouse	621	23595
luckier	621	23596
hildy	621	23597
attaché	620	23598
citation	620	23599
handsomely	620	23600
faceless	620	23601
grownup	620	23602
finely	620	23603
nitwit	620	23604
beckham	620	23605
periscope	620	23606
shimmy	620	23607
two-faced	620	23608
kaleido	620	23609
kaori	620	23610
nt	620	23611
lovemaking	620	23612
sutures	620	23613
beet	620	23614
hatter	620	23615
fraudulent	620	23616
grange	620	23617
οn	620	23618
andrés	620	23619
minh	620	23620
laceration	620	23621
venison	620	23622
hoshi	619	23623
reinforcement	619	23624
flak	619	23625
shrew	619	23626
homeworld	619	23627
toothpick	619	23628
vasco	619	23629
taunt	619	23630
alina	619	23631
ascent	619	23632
frobisher	619	23633
flirty	619	23634
hoodlum	619	23635
destitute	619	23636
inclination	619	23637
abrams	619	23638
wankers	619	23639
shielding	619	23640
cited	619	23641
arf	619	23642
immortals	618	23643
dispersed	618	23644
deliverance	618	23645
intellectually	618	23646
noooo	618	23647
creamed	618	23648
appétit	618	23649
unwelcome	618	23650
piracy	618	23651
wal-mart	618	23652
heats	618	23653
milena	618	23654
adapting	618	23655
geeta	618	23656
pretense	618	23657
nifty	618	23658
amplified	618	23659
ninny	618	23660
seam	618	23661
cheeseburgers	618	23662
'come	618	23663
gramophone	618	23664
expo	618	23665
consumes	618	23666
necessities	618	23667
hartford	617	23668
deux	617	23669
acquiring	617	23670
socialists	617	23671
southampton	617	23672
hou	617	23673
fairbanks	617	23674
katja	617	23675
fairest	617	23676
broader	617	23677
rhinoceros	617	23678
once-in-a-lifetime	617	23679
coincidental	617	23680
guinevere	617	23681
offends	617	23682
cloned	617	23683
brant	617	23684
kellogg	617	23685
sandhya	617	23686
radcliffe	617	23687
illustrate	617	23688
sorely	617	23689
internationally	617	23690
ambient	617	23691
snatching	617	23692
duce	617	23693
crematorium	616	23694
podcast	616	23695
partition	616	23696
slaying	616	23697
leopards	616	23698
puma	616	23699
donaldson	616	23700
blimp	616	23701
misfortunes	616	23702
chillin	616	23703
sheryl	616	23704
prickly	616	23705
high-powered	616	23706
anxiously	616	23707
pestilence	616	23708
unruly	616	23709
papaya	616	23710
trenton	616	23711
lal	616	23712
troublemakers	616	23713
yagyuu	616	23714
municipality	616	23715
bebop	616	23716
holodeck	615	23717
gnarly	615	23718
hanukkah	615	23719
skimming	615	23720
stuntman	615	23721
thom	615	23722
saucers	615	23723
snapshot	615	23724
jurassic	615	23725
boom-boom	615	23726
mobster	615	23727
craftsman	615	23728
khloe	615	23729
cissy	615	23730
ismail	614	23731
lexus	614	23732
fastened	614	23733
santi	614	23734
longtime	614	23735
sander	614	23736
looming	614	23737
requisition	614	23738
tenacious	614	23739
unpacked	614	23740
reps	614	23741
shorthand	613	23742
plait	613	23743
contented	613	23744
centurion	613	23745
realising	613	23746
padded	613	23747
saddled	613	23748
octave	613	23749
bewildered	613	23750
pandey	613	23751
koko	613	23752
entice	613	23753
chau	613	23754
playmate	613	23755
integrate	613	23756
nao	613	23757
dead-end	613	23758
dissertation	613	23759
i`ll	612	23760
sasuke	612	23761
abolish	612	23762
lightening	612	23763
tanned	612	23764
outreach	612	23765
norah	612	23766
eaters	612	23767
fatalities	612	23768
thickness	612	23769
censor	612	23770
oxy	612	23771
cabal	612	23772
pee-pee	612	23773
nostradamus	612	23774
skippy	612	23775
soaps	612	23776
crass	612	23777
einar	612	23778
ten-year-old	612	23779
glaring	611	23780
professionalism	611	23781
baber	611	23782
cale	611	23783
mgm	611	23784
gnomes	611	23785
proposes	611	23786
nicht	611	23787
aquaman	611	23788
desiree	611	23789
osiris	611	23790
alana	611	23791
snagged	611	23792
strays	611	23793
collaborators	611	23794
sabbatical	611	23795
industrialist	611	23796
shana	611	23797
craftsmanship	611	23798
remedies	611	23799
antibiotic	611	23800
bard	611	23801
gutters	611	23802
motels	611	23803
burlesque	611	23804
gaelic	611	23805
acorn	611	23806
maitre	611	23807
eavesdrop	610	23808
arcadia	610	23809
nomad	610	23810
sweeten	610	23811
exclamation	610	23812
five-minute	610	23813
calamari	610	23814
thomson	610	23815
compares	610	23816
golfer	610	23817
alberta	610	23818
manger	610	23819
ensuring	610	23820
self-pity	610	23821
blackness	610	23822
subterranean	610	23823
fryer	610	23824
seniority	610	23825
cheaters	610	23826
rectify	610	23827
is-is	610	23828
snotty	610	23829
shauna	609	23830
newfound	609	23831
iook	609	23832
experimentation	609	23833
cucumbers	609	23834
jagged	609	23835
gilly	609	23836
unbalanced	609	23837
databases	609	23838
protons	609	23839
rasputin	609	23840
ovaries	609	23841
spatial	609	23842
nhs	609	23843
metaphorically	609	23844
aaaaah	609	23845
no-show	609	23846
decepticons	609	23847
sardine	609	23848
tarek	609	23849
milos	609	23850
eruptions	609	23851
x-men	609	23852
heartily	609	23853
tweed	609	23854
relaxes	609	23855
heaviest	609	23856
clogs	609	23857
chaudhary	608	23858
rallo	608	23859
av	608	23860
masseur	608	23861
joxer	608	23862
baptiste	608	23863
goldstein	608	23864
soph	608	23865
hideo	608	23866
freshwater	608	23867
quarantined	608	23868
erosion	608	23869
partied	608	23870
mite	608	23871
leyla	608	23872
marigold	608	23873
itjust	607	23874
point-blank	607	23875
ewan	607	23876
hairpin	607	23877
ice-cold	607	23878
knucklehead	607	23879
mopping	607	23880
montenegro	607	23881
hanky	607	23882
rousseau	607	23883
gangway	607	23884
payal	607	23885
darken	607	23886
quiche	607	23887
clairvoyant	607	23888
pearly	607	23889
ballast	607	23890
fuck-up	607	23891
configuration	607	23892
oversized	607	23893
subpoenaed	607	23894
trapper	607	23895
doh	607	23896
cosby	607	23897
compartments	607	23898
admires	607	23899
vamp	607	23900
viggo	607	23901
reactionary	607	23902
idly	607	23903
pout	607	23904
approximate	607	23905
walkie	606	23906
playstation	606	23907
compiled	606	23908
sprang	606	23909
mg	606	23910
ama	606	23911
magnolia	606	23912
commissions	606	23913
angered	606	23914
two-hour	606	23915
pero	606	23916
stoke	606	23917
primed	606	23918
bragg	606	23919
unearthed	606	23920
ingram	606	23921
hortense	606	23922
heartbeats	606	23923
three-dimensional	606	23924
conflicting	606	23925
tami	605	23926
frontline	605	23927
vita	605	23928
approves	605	23929
utilize	605	23930
stuffs	605	23931
habib	605	23932
lnspector	605	23933
gutless	605	23934
transplants	605	23935
ahab	605	23936
kasey	605	23937
bolsheviks	605	23938
ventured	605	23939
snowstorm	605	23940
headset	605	23941
grovel	605	23942
appreciative	605	23943
urchin	605	23944
tata	605	23945
litre	605	23946
balu	605	23947
hostiles	605	23948
newsletter	604	23949
berk	604	23950
subordinates	604	23951
mansions	604	23952
rayyan	604	23953
informs	604	23954
pistachio	604	23955
gilda	604	23956
gleaming	604	23957
yaah	604	23958
relinquish	604	23959
railroads	604	23960
standin	604	23961
fondly	604	23962
crewman	604	23963
finnegan	604	23964
forger	604	23965
ans	604	23966
contradictions	604	23967
accuses	604	23968
kissinger	604	23969
poppins	604	23970
three-quarters	604	23971
truckers	604	23972
outcasts	603	23973
ducts	603	23974
sae	603	23975
starfish	603	23976
nix	603	23977
kudos	603	23978
baboons	603	23979
terrorizing	603	23980
pubes	603	23981
nοt	603	23982
reversing	603	23983
midgets	603	23984
snooker	603	23985
parades	603	23986
one-third	603	23987
jansen	603	23988
shindig	603	23989
mahir	603	23990
susanne	603	23991
daydream	603	23992
southfork	603	23993
chibs	603	23994
whittaker	603	23995
jerk-off	603	23996
luau	603	23997
styling	603	23998
repairman	603	23999
schubert	603	24000
surgically	603	24001
sped	603	24002
crikey	603	24003
analysts	603	24004
simplify	603	24005
gangsta	603	24006
michal	603	24007
agonizing	602	24008
bibi	602	24009
inscribed	602	24010
induction	602	24011
fetched	602	24012
carmel	602	24013
congratulated	602	24014
apex	602	24015
deserters	602	24016
koi	602	24017
xia	602	24018
fibres	602	24019
composing	602	24020
malia	602	24021
terrorized	602	24022
comedies	602	24023
systematic	602	24024
engulfed	602	24025
cosimo	601	24026
hourly	601	24027
congresswoman	601	24028
rummy	601	24029
flinch	601	24030
mongolian	601	24031
unforgiving	601	24032
receptive	601	24033
neurosurgeon	601	24034
twenty-eight	601	24035
miyuki	601	24036
operas	601	24037
programmer	601	24038
ankara	601	24039
luxuries	601	24040
revoke	601	24041
abortions	601	24042
narration	601	24043
liquids	601	24044
multinational	601	24045
goddard	601	24046
robo	601	24047
toddy	601	24048
garter	601	24049
oppressive	601	24050
procure	600	24051
counterattack	600	24052
kiwi	600	24053
pail	600	24054
sacha	600	24055
gymnast	600	24056
glenda	600	24057
rages	600	24058
check-in	600	24059
scaffolding	600	24060
hearth	600	24061
wharton	600	24062
bots	600	24063
sigmund	600	24064
judaism	600	24065
cmdr	600	24066
couture	600	24067
viewpoint	600	24068
toffee	600	24069
spud	600	24070
'scuse	600	24071
helsing	599	24072
decaying	599	24073
ranges	599	24074
cellphones	599	24075
caterina	599	24076
blossoming	599	24077
hacks	599	24078
anakin	599	24079
transforms	599	24080
booths	599	24081
thirds	599	24082
infallible	599	24083
gaurav	599	24084
nobunaga	599	24085
incarceration	599	24086
mumble	599	24087
conveyor	599	24088
cobwebs	599	24089
godsend	599	24090
c.e.o.	599	24091
avert	599	24092
problemo	599	24093
airmen	599	24094
jammer	599	24095
ulrich	598	24096
highlighted	598	24097
mma	598	24098
real-estate	598	24099
faa	598	24100
frye	598	24101
intubate	598	24102
salinger	598	24103
instantaneous	598	24104
bettina	598	24105
stowaway	598	24106
baggy	598	24107
arguably	598	24108
paternal	598	24109
boardroom	598	24110
flaunt	598	24111
kimball	598	24112
gradient	598	24113
retrace	598	24114
stockholders	598	24115
proton	598	24116
tt	598	24117
isnt	597	24118
mallard	597	24119
reincarnated	597	24120
planks	597	24121
enforcer	597	24122
trumpeting	597	24123
crouch	597	24124
foie	597	24125
whacking	597	24126
thane	597	24127
rowena	597	24128
escalating	597	24129
spender	597	24130
brim	597	24131
duster	597	24132
thumps	597	24133
ideological	597	24134
entree	597	24135
bangladesh	597	24136
atrocity	597	24137
preached	597	24138
hpd	597	24139
tre	597	24140
chats	597	24141
sans	597	24142
nimble	597	24143
halftime	597	24144
supremacy	596	24145
warlords	596	24146
prism	596	24147
soulful	596	24148
sundance	596	24149
intrepid	596	24150
whoopee	596	24151
putz	596	24152
rigsby	596	24153
regenerate	596	24154
mystique	596	24155
maxed	596	24156
life-changing	596	24157
janus	596	24158
blending	596	24159
jumpin	596	24160
b.s.	596	24161
rhett	596	24162
scarring	596	24163
swish	596	24164
juniper	596	24165
ginseng	596	24166
ligature	596	24167
cramping	596	24168
reflections	596	24169
bodega	595	24170
vesuvius	595	24171
assad	595	24172
pegs	595	24173
aaargh	595	24174
mongols	595	24175
therapists	595	24176
sampling	595	24177
fairchild	595	24178
methadone	595	24179
stereotypes	595	24180
corned	595	24181
gluten	595	24182
prose	595	24183
eep	595	24184
rainfall	595	24185
anklets	595	24186
callers	595	24187
angrier	595	24188
attractions	595	24189
jacko	595	24190
jud	594	24191
photon	594	24192
commoner	594	24193
inquiring	594	24194
implemented	594	24195
-what	594	24196
gustave	594	24197
worry.	594	24198
regionals	594	24199
feride	594	24200
aoi	594	24201
centimetres	594	24202
justifies	594	24203
chernobyl	594	24204
montage	594	24205
rumba	594	24206
hilt	594	24207
minna	594	24208
norse	594	24209
pelé	594	24210
lib	594	24211
luxembourg	594	24212
athos	594	24213
azul	594	24214
corrigan	594	24215
reb	594	24216
abuela	594	24217
peeps	593	24218
hammerhead	593	24219
eraser	593	24220
trinkets	593	24221
patented	593	24222
kook	593	24223
renfield	593	24224
monstrosity	593	24225
strides	593	24226
veritable	593	24227
nomads	593	24228
exempt	593	24229
sonata	593	24230
fuentes	593	24231
averted	593	24232
ozzie	593	24233
spheres	593	24234
sauerkraut	593	24235
pawnshop	593	24236
wildcat	593	24237
differential	593	24238
degradation	593	24239
bourgeoisie	593	24240
coils	593	24241
endearing	593	24242
weakening	593	24243
rong	593	24244
trimmed	593	24245
slaughtering	593	24246
freestyle	593	24247
ts	593	24248
dayton	592	24249
oh-ho-ho	592	24250
dismantled	592	24251
svu	592	24252
fray	592	24253
forefront	592	24254
khaled	592	24255
uv	592	24256
indiscreet	592	24257
tarmac	592	24258
fer	592	24259
red-hot	592	24260
doable	592	24261
probing	592	24262
groupies	592	24263
jumpers	592	24264
bookkeeper	592	24265
siegel	592	24266
mangoes	592	24267
granada	592	24268
yoshiko	592	24269
sachiko	591	24270
pheromones	591	24271
expedite	591	24272
apparition	591	24273
hallmark	591	24274
shareholder	591	24275
furnish	591	24276
meringue	591	24277
kinks	591	24278
