author_key	death_year	qid	verification_source	verified_on	note
יעקב_שטיינברג		Q6119315	qid_only_no_date	2026-08-09	Ben-Yehuda author=יעקב שטיינברג; QID present but NO date in the catalogue — admits via source PD affirmation only
יצחק_אבן_גיאת		Q2909247	qid_only_no_date	2026-08-09	Ben-Yehuda author=יצחק אבן גיאת; QID present but NO date in the catalogue — admits via source PD affirmation only
יצחק_אבן_כלפון		Q7028939	qid_only_no_date	2026-08-09	Ben-Yehuda author=יצחק אבן כלפון; QID present but NO date in the catalogue — admits via source PD affirmation only
יצחק_אבן_עזרא		Q16340145	qid_only_no_date	2026-08-09	Ben-Yehuda author=יצחק אבן עזרא; QID present but NO date in the catalogue — admits via source PD affirmation only
יצחק_אריה_ברגר		Q7031542	qid_only_no_date	2026-08-09	Ben-Yehuda author=יצחק אריה ברגר; QID present but NO date in the catalogue — admits via source PD affirmation only
יצחק_בר_ש_ש_ת_ב_ר_פ_ת		Q460650	qid_only_no_date	2026-08-09	Ben-Yehuda author=יצחק בר שֵׁשֶׁת בֶּרְפֶת; QID present but NO date in the catalogue — admits via source PD affirmation only
יצחק_גולדמן_1839		Q12408241	qid_only_no_date	2026-08-09	Ben-Yehuda author=יצחק גולדמן (1839); QID present but NO date in the catalogue — admits via source PD affirmation only
יצחק_חיים_קסטיליוני		Q65252241	qid_only_no_date	2026-08-09	Ben-Yehuda author=יצחק חיים קסטיליוני; QID present but NO date in the catalogue — admits via source PD affirmation only
יצחק_לוצטו		Q6603353	qid_only_no_date	2026-08-09	Ben-Yehuda author=יצחק לוצטו; QID present but NO date in the catalogue — admits via source PD affirmation only
יצחק_ליבוש_פרץ		Q425644	qid_only_no_date	2026-08-09	Ben-Yehuda author=יצחק ליבוש פרץ; QID present but NO date in the catalogue — admits via source PD affirmation only
יצחק_למדן		Q2910537	qid_only_no_date	2026-08-09	Ben-Yehuda author=יצחק למדן; QID present but NO date in the catalogue — admits via source PD affirmation only
יצחק_פולקר		Q461640	qid_only_no_date	2026-08-09	Ben-Yehuda author=יצחק פולקר; QID present but NO date in the catalogue — admits via source PD affirmation only
יצחק_קנטריני		Q6076130	qid_only_no_date	2026-08-09	Ben-Yehuda author=יצחק קנטריני; QID present but NO date in the catalogue — admits via source PD affirmation only
יצחק_קצנלסון		Q707511	qid_only_no_date	2026-08-09	Ben-Yehuda author=יצחק קצנלסון; QID present but NO date in the catalogue — admits via source PD affirmation only
יצחק_שמואל_רג_יו		Q1673513	qid_only_no_date	2026-08-09	Ben-Yehuda author=יצחק שמואל רג'יו; QID present but NO date in the catalogue — admits via source PD affirmation only
ירחמיאל_בן_שלמה		Q182434	qid_only_no_date	2026-08-09	Ben-Yehuda author=ירחמיאל בן שלמה; QID present but NO date in the catalogue — admits via source PD affirmation only
ישעיה_די_טראני		Q1688038	qid_only_no_date	2026-08-09	Ben-Yehuda author=ישעיה די טראני; QID present but NO date in the catalogue — admits via source PD affirmation only
ישעיהו_באסאן		Q18011654	qid_only_no_date	2026-08-09	Ben-Yehuda author=ישעיהו באסאן; QID present but NO date in the catalogue — admits via source PD affirmation only
ישראל_דושמן		Q7036339	qid_only_no_date	2026-08-09	Ben-Yehuda author=ישראל דושמן; QID present but NO date in the catalogue — admits via source PD affirmation only
ישראל_חצקביץ		Q16132827	qid_only_no_date	2026-08-09	Ben-Yehuda author=ישראל חצקביץ; QID present but NO date in the catalogue — admits via source PD affirmation only
ישראל_טלר		Q7062707	qid_only_no_date	2026-08-09	Ben-Yehuda author=ישראל טלר; QID present but NO date in the catalogue — admits via source PD affirmation only
ישראל_קושטא		Q12408411	qid_only_no_date	2026-08-09	Ben-Yehuda author=ישראל קושטא; QID present but NO date in the catalogue — admits via source PD affirmation only
לזרוס_גולדשמידט		Q1809506	qid_only_no_date	2026-08-09	Ben-Yehuda author=לזרוס גולדשמידט; QID present but NO date in the catalogue — admits via source PD affirmation only
מאיר_הלוי_אבולעפיה		Q372554	qid_only_no_date	2026-08-09	Ben-Yehuda author=מאיר הלוי אבולעפיה; QID present but NO date in the catalogue — admits via source PD affirmation only
מאיר_הלוי_לטריס		Q1912967	qid_only_no_date	2026-08-09	Ben-Yehuda author=מאיר הלוי לטריס; QID present but NO date in the catalogue — admits via source PD affirmation only
מיכאיל_לרמונטוב		Q46599	qid_only_no_date	2026-08-09	Ben-Yehuda author=מיכאיל לרמונטוב; QID present but NO date in the catalogue — admits via source PD affirmation only
מיכה_יוסף_לבנזון		Q973591	qid_only_no_date	2026-08-09	Ben-Yehuda author=מיכה יוסף לבנזון; QID present but NO date in the catalogue — admits via source PD affirmation only
מלאכי_הכהן		Q6740841	qid_only_no_date	2026-08-09	Ben-Yehuda author=מלאכי הכהן; QID present but NO date in the catalogue — admits via source PD affirmation only
מלכיאל_לוסטרניק		Q108603258	qid_only_no_date	2026-08-09	Ben-Yehuda author=מלכיאל לוסטרניק; QID present but NO date in the catalogue — admits via source PD affirmation only
מנחם_בן_סרוק		Q1370661	qid_only_no_date	2026-08-09	Ben-Yehuda author=מנחם בן סרוק; QID present but NO date in the catalogue — admits via source PD affirmation only
מנחם_זולאי		Q7035809	qid_only_no_date	2026-08-09	Ben-Yehuda author=מנחם זולאי; QID present but NO date in the catalogue — admits via source PD affirmation only
מנחם_מבש_ן		Q12409280	qid_only_no_date	2026-08-09	"Ben-Yehuda author=מנחם מבש""ן; QID present but NO date in the catalogue — admits via source PD affirmation only"
מנחם_מנדל_דוליצקי		Q12409282	qid_only_no_date	2026-08-09	Ben-Yehuda author=מנחם מנדל דוליצקי; QID present but NO date in the catalogue — admits via source PD affirmation only
מרדכי_גולדנברג		Q4142735	qid_only_no_date	2026-08-09	Ben-Yehuda author=מרדכי גולדנברג; QID present but NO date in the catalogue — admits via source PD affirmation only
מרדכי_גיאורגו_לאנגר		Q451369	qid_only_no_date	2026-08-09	Ben-Yehuda author=מרדכי גיאורגו לאנגר; QID present but NO date in the catalogue — admits via source PD affirmation only
מרדכי_צבי_מאנה		Q6633218	qid_only_no_date	2026-08-09	Ben-Yehuda author=מרדכי צבי מאנה; QID present but NO date in the catalogue — admits via source PD affirmation only
משה_אבן_עזרא		Q719393	qid_only_no_date	2026-08-09	Ben-Yehuda author=משה אבן עזרא; QID present but NO date in the catalogue — admits via source PD affirmation only
משה_בן_נחמן		Q355455	qid_only_no_date	2026-08-09	Ben-Yehuda author=משה בן נחמן; QID present but NO date in the catalogue — admits via source PD affirmation only
משה_בן_קלונימוס		Q0	qid_only_no_date	2026-08-09	Ben-Yehuda author=משה בן קלונימוס; QID present but NO date in the catalogue — admits via source PD affirmation only
משה_הכהן_אבן_ג_יקטילה		Q6903719	qid_only_no_date	2026-08-09	Ben-Yehuda author=משה הכהן אבן ג'יקטילה; QID present but NO date in the catalogue — admits via source PD affirmation only
משה_הכהן_גולדמן		Q104795366	qid_only_no_date	2026-08-09	Ben-Yehuda author=משה הכהן גולדמן; QID present but NO date in the catalogue — admits via source PD affirmation only
משה_זכות		Q0	qid_only_no_date	2026-08-09	Ben-Yehuda author=משה זכות; QID present but NO date in the catalogue — admits via source PD affirmation only
משה_חיים_לוצטו		Q982845	qid_only_no_date	2026-08-09	Ben-Yehuda author=משה חיים לוצטו; QID present but NO date in the catalogue — admits via source PD affirmation only
משה_יעקב_אוטולנגי		Q107256831	qid_only_no_date	2026-08-09	Ben-Yehuda author=משה יעקב אוטולנגי; QID present but NO date in the catalogue — admits via source PD affirmation only
משה_ליב_לילינבלום		Q742539	qid_only_no_date	2026-08-09	Ben-Yehuda author=משה ליב לילינבלום; QID present but NO date in the catalogue — admits via source PD affirmation only
משה_רימוס		Q35173421	qid_only_no_date	2026-08-09	Ben-Yehuda author=משה רימוס; QID present but NO date in the catalogue — admits via source PD affirmation only
משולם_בן_קלונימוס		Q467553	qid_only_no_date	2026-08-09	Ben-Yehuda author=משולם בן קלונימוס; QID present but NO date in the catalogue — admits via source PD affirmation only
מתתיהו_שוהם		Q1908866	qid_only_no_date	2026-08-09	Ben-Yehuda author=מתתיהו שוהם; QID present but NO date in the catalogue — admits via source PD affirmation only
נח_פינס		Q19692593	qid_only_no_date	2026-08-09	Ben-Yehuda author=נח פינס; QID present but NO date in the catalogue — admits via source PD affirmation only
נחום_דב_קרפיבנר		Q105103982	qid_only_no_date	2026-08-09	Ben-Yehuda author=נחום דב קרפיבנר; QID present but NO date in the catalogue — admits via source PD affirmation only
נחום_סוקולוב		Q918966	qid_only_no_date	2026-08-09	Ben-Yehuda author=נחום סוקולוב; QID present but NO date in the catalogue — admits via source PD affirmation only
נפתלי_הרץ_אימבר		Q359717	qid_only_no_date	2026-08-09	Ben-Yehuda author=נפתלי הרץ אימבר; QID present but NO date in the catalogue — admits via source PD affirmation only
נפתלי_הרץ_וייזל		Q77000	qid_only_no_date	2026-08-09	Ben-Yehuda author=נפתלי הרץ וייזל; QID present but NO date in the catalogue — admits via source PD affirmation only
סלימאן_מנחם_מני		Q55649946	qid_only_no_date	2026-08-09	Ben-Yehuda author=סלימאן מנחם מני; QID present but NO date in the catalogue — admits via source PD affirmation only
עובדיה_מברטנורא		Q924800	qid_only_no_date	2026-08-09	Ben-Yehuda author=עובדיה מברטנורא; QID present but NO date in the catalogue — admits via source PD affirmation only
עזרא_גולדין		Q21993785	qid_only_no_date	2026-08-09	Ben-Yehuda author=עזרא גולדין; QID present but NO date in the catalogue — admits via source PD affirmation only
עזריה_מן_האדומים		Q793598	qid_only_no_date	2026-08-09	Ben-Yehuda author=עזריה מן האדומים; QID present but NO date in the catalogue — admits via source PD affirmation only
עמנואל_הרומי		Q953988	qid_only_no_date	2026-08-09	Ben-Yehuda author=עמנואל הרומי; QID present but NO date in the catalogue — admits via source PD affirmation only
עמנואל_פרנשיס		Q6004654	qid_only_no_date	2026-08-09	Ben-Yehuda author=עמנואל פרנשיס; QID present but NO date in the catalogue — admits via source PD affirmation only
פול_קלודל		Q295830	qid_only_no_date	2026-08-09	Ben-Yehuda author=פול קלודל; QID present but NO date in the catalogue — admits via source PD affirmation only
פינחס_הלוי		Q98136764	qid_only_no_date	2026-08-09	Ben-Yehuda author=פינחס הלוי; QID present but NO date in the catalogue — admits via source PD affirmation only
פניה_ברגשטיין		Q12410637	qid_only_no_date	2026-08-09	Ben-Yehuda author=פניה ברגשטיין; QID present but NO date in the catalogue — admits via source PD affirmation only
פסח_גינזבורג		Q7027496	qid_only_no_date	2026-08-09	Ben-Yehuda author=פסח גינזבורג; QID present but NO date in the catalogue — admits via source PD affirmation only
צבי_אלעזר_טלר		Q12410809	qid_only_no_date	2026-08-09	Ben-Yehuda author=צבי אלעזר טלר; QID present but NO date in the catalogue — admits via source PD affirmation only
צבי_זוירי		Q6822940	qid_only_no_date	2026-08-09	Ben-Yehuda author=צבי זוירי; QID present but NO date in the catalogue — admits via source PD affirmation only
צבי_ישראל_שביד		Q6640827	qid_only_no_date	2026-08-09	Ben-Yehuda author=צבי ישראל שביד; QID present but NO date in the catalogue — admits via source PD affirmation only
צבי_שץ		Q6807484	qid_only_no_date	2026-08-09	Ben-Yehuda author=צבי שץ; QID present but NO date in the catalogue — admits via source PD affirmation only
ק_א_ברתיני		Q4206184	qid_only_no_date	2026-08-09	Ben-Yehuda author=ק. א. ברתיני; QID present but NO date in the catalogue — admits via source PD affirmation only
קדיש_יהודה_סילמן		Q12410952	qid_only_no_date	2026-08-09	Ben-Yehuda author=קדיש יהודה סילמן; QID present but NO date in the catalogue — admits via source PD affirmation only
קלמן_שולמן		Q1722529	qid_only_no_date	2026-08-09	Ben-Yehuda author=קלמן שולמן; QID present but NO date in the catalogue — admits via source PD affirmation only
רבנו_גרשום		Q982050	qid_only_no_date	2026-08-09	Ben-Yehuda author=רבנו גרשום; QID present but NO date in the catalogue — admits via source PD affirmation only
רודיארד_קיפלינג		Q34743	qid_only_no_date	2026-08-09	Ben-Yehuda author=רודיארד קיפלינג; QID present but NO date in the catalogue — admits via source PD affirmation only
רחל_בלובשטיין		Q241180	qid_only_no_date	2026-08-09	Ben-Yehuda author=רחל בלובשטיין; QID present but NO date in the catalogue — admits via source PD affirmation only
רחל_מורפורגו		Q16579983	qid_only_no_date	2026-08-09	Ben-Yehuda author=רחל מורפורגו; QID present but NO date in the catalogue — admits via source PD affirmation only
ריינר_מריה_רילקה		Q76483	qid_only_no_date	2026-08-09	Ben-Yehuda author=ריינר מריה רילקה; QID present but NO date in the catalogue — admits via source PD affirmation only
ש_בן_ציון		Q2905102	qid_only_no_date	2026-08-09	Ben-Yehuda author=ש' בן־ציון; QID present but NO date in the catalogue — admits via source PD affirmation only
שאול_טשרניחובסקי		Q521410	qid_only_no_date	2026-08-09	Ben-Yehuda author=שאול טשרניחובסקי; QID present but NO date in the catalogue — admits via source PD affirmation only
שבתי_דונולו		Q971757	qid_only_no_date	2026-08-09	Ben-Yehuda author=שבתי דונולו; QID present but NO date in the catalogue — admits via source PD affirmation only
שלום_הכהן		Q125629	qid_only_no_date	2026-08-09	Ben-Yehuda author=שלום הכהן; QID present but NO date in the catalogue — admits via source PD affirmation only
שלום_עליכם		Q238090	qid_only_no_date	2026-08-09	Ben-Yehuda author=שלום עליכם; QID present but NO date in the catalogue — admits via source PD affirmation only
שלמה_אבן_גבירול		Q239355	qid_only_no_date	2026-08-09	Ben-Yehuda author=שלמה אבן גבירול; QID present but NO date in the catalogue — admits via source PD affirmation only
שלמה_אטינגר		Q940461	qid_only_no_date	2026-08-09	Ben-Yehuda author=שלמה אטינגר; QID present but NO date in the catalogue — admits via source PD affirmation only
שלמה_בונפיד		Q2891222	qid_only_no_date	2026-08-09	Ben-Yehuda author=שלמה בונפיד; QID present but NO date in the catalogue — admits via source PD affirmation only
שלמה_בכור_חוצין		Q16130113	qid_only_no_date	2026-08-09	Ben-Yehuda author=שלמה בכור חוצין; QID present but NO date in the catalogue — admits via source PD affirmation only
שלמה_בן_מזל_טוב		Q42306577	qid_only_no_date	2026-08-09	Ben-Yehuda author=שלמה בן מזל טוב; QID present but NO date in the catalogue — admits via source PD affirmation only
שלמה_הלוי_מבורגוס		Q1851906	qid_only_no_date	2026-08-09	Ben-Yehuda author=שלמה הלוי מבורגוס; QID present but NO date in the catalogue — admits via source PD affirmation only
שלמה_מנדלקרן		Q2903095	qid_only_no_date	2026-08-09	Ben-Yehuda author=שלמה מנדלקרן; QID present but NO date in the catalogue — admits via source PD affirmation only
שלמה_מעתוק		Q56289994	qid_only_no_date	2026-08-09	Ben-Yehuda author=שלמה מעתוק; QID present but NO date in the catalogue — admits via source PD affirmation only
שם_טוב_ארדוטיאל		Q465438	qid_only_no_date	2026-08-09	Ben-Yehuda author=שם טוב ארדוטיאל; QID present but NO date in the catalogue — admits via source PD affirmation only
שם_טוב_בן_יוסף_אבן_פלקירה		Q1383938	qid_only_no_date	2026-08-09	Ben-Yehuda author=שם טוב בן יוסף אבן פלקירה; QID present but NO date in the catalogue — admits via source PD affirmation only
שם_טוב_גאגין		Q7494059	qid_only_no_date	2026-08-09	Ben-Yehuda author=שם טוב גאגין; QID present but NO date in the catalogue — admits via source PD affirmation only
שמואל_בן_אלחנן_יעקב_ארקיוולטי		Q1345822	qid_only_no_date	2026-08-09	Ben-Yehuda author=שמואל בן אלחנן יעקב ארקיוולטי; QID present but NO date in the catalogue — admits via source PD affirmation only
שמואל_דוד_לוצטו		Q1391533	qid_only_no_date	2026-08-09	Ben-Yehuda author=שמואל דוד לוצטו; QID present but NO date in the catalogue — admits via source PD affirmation only
שמואל_הנגיד		Q467161	qid_only_no_date	2026-08-09	Ben-Yehuda author=שמואל הנגיד; QID present but NO date in the catalogue — admits via source PD affirmation only
שמואל_חיים_זלמן		Q101072839	qid_only_no_date	2026-08-09	Ben-Yehuda author=שמואל חיים זלמן; QID present but NO date in the catalogue — admits via source PD affirmation only
שמואל_ישראל_מולדר		Q7411791	qid_only_no_date	2026-08-09	Ben-Yehuda author=שמואל ישראל מולדר; QID present but NO date in the catalogue — admits via source PD affirmation only
שמואל_לייב_גורדון		Q4143909	qid_only_no_date	2026-08-09	Ben-Yehuda author=שמואל לייב גורדון; QID present but NO date in the catalogue — admits via source PD affirmation only
שמואל_רומאנלי		Q7035912	qid_only_no_date	2026-08-09	Ben-Yehuda author=שמואל רומאנלי; QID present but NO date in the catalogue — admits via source PD affirmation only
שמעון_בכרך		Q788106	qid_only_no_date	2026-08-09	Ben-Yehuda author=שמעון בכרך; QID present but NO date in the catalogue — admits via source PD affirmation only
שמעון_בן_יצחק		Q1276109	qid_only_no_date	2026-08-09	Ben-Yehuda author=שמעון בן יצחק; QID present but NO date in the catalogue — admits via source PD affirmation only
שמעון_בן_צמח_דו_ר_אן		Q2918665	qid_only_no_date	2026-08-09	Ben-Yehuda author=שמעון בן צמח דוּרָאן; QID present but NO date in the catalogue — admits via source PD affirmation only
שמעון_גינצבורג		Q7016777	qid_only_no_date	2026-08-09	Ben-Yehuda author=שמעון גינצבורג; QID present but NO date in the catalogue — admits via source PD affirmation only
שמעון_שמואל_פרוג		Q1390527	qid_only_no_date	2026-08-09	Ben-Yehuda author=שמעון שמואל פרוג; QID present but NO date in the catalogue — admits via source PD affirmation only
שמריה_האיקריטי		Q7494073	qid_only_no_date	2026-08-09	Ben-Yehuda author=שמריה האיקריטי; QID present but NO date in the catalogue — admits via source PD affirmation only
שמריהו_לוין		Q119618	qid_only_no_date	2026-08-09	Ben-Yehuda author=שמריהו לוין; QID present but NO date in the catalogue — admits via source PD affirmation only
שמשון_כהן_מודון		Q113749081	qid_only_no_date	2026-08-09	Ben-Yehuda author=שמשון כהן מודון; QID present but NO date in the catalogue — admits via source PD affirmation only
שרה_שפירא		Q61930914	qid_only_no_date	2026-08-09	Ben-Yehuda author=שרה שפירא; QID present but NO date in the catalogue — admits via source PD affirmation only
ששון_מרדכי_שנדוך		Q25975763	qid_only_no_date	2026-08-09	Ben-Yehuda author=ששון מרדכי שנדוך; QID present but NO date in the catalogue — admits via source PD affirmation only
